WARN  | 01-07-2019 | 14:31:56 | com.epam.igorpystovit.Application -> 'warnLog'  
ERROR | 06-07-2019 | 16:09:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 06-07-2019 | 16:10:14 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:26:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 16:27:03 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:27:03 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:27:03 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 16:27:03 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 16:43:19 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:43:19 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 16:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:44:58 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 16:46:04 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:46:04 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 16:46:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 16:46:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 16:46:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 16:46:46 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 17:05:27 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:05:27 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while updating row'  
ERROR | 06-07-2019 | 17:05:27 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 17:06:47 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:06:47 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while updating row'  
ERROR | 06-07-2019 | 17:06:47 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating row'  
ERROR | 06-07-2019 | 17:09:00 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 17:09:00 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 17:09:01 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:09:01 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 06-07-2019 | 17:09:01 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 06-07-2019 | 17:09:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 06-07-2019 | 17:12:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:14:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:14:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:14:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:14:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:14:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:18:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 17:19:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:19:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 17:19:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:19:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:21:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:21:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:31:40 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:31:49 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:31:49 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:31:49 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 17:31:49 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:31:49 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:31:49 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:31:49 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 17:51:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:51:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:51:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 17:51:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:51:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 17:51:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 17:51:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 06-07-2019 | 23:39:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:39:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:39:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:39:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:39:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:39:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:39:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:41:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:41:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:41:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:41:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:41:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:41:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:41:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:43:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:43:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:43:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:43:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:43:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:43:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:43:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:44:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:44:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:44:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:44:22 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:44:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:44:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:44:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:44:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:44:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:44:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:44:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:44:48 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:46:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:46:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:46:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:46:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:46:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:46:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:46:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:46:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:46:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:46:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:46:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:46:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:46:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:46:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 23:47:17 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:49:06 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:50:24 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 23:51:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:51:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 06-07-2019 | 23:51:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:51:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:51:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:51:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:52:17 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:52:17 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:52:31 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 23:52:31 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 00:06:39 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 00:06:39 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:26:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:26:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:26:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating order'  
ERROR | 07-07-2019 | 12:30:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:30:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:30:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating order'  
ERROR | 07-07-2019 | 12:36:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:36:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:45:33 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:45:33 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:55:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:55:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:56:06 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:56:06 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:56:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:56:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:56:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating order'  
ERROR | 07-07-2019 | 12:56:45 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:56:45 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:58:47 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:58:47 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:58:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:58:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:58:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating order'  
ERROR | 07-07-2019 | 12:59:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:59:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:59:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:59:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:59:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:59:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 12:59:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating order'  
ERROR | 07-07-2019 | 13:11:10 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 13:11:10 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 19:34:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 19:34:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 19:37:05 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 07-07-2019 | 19:37:05 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
