WARN  | 01-07-2019 | 14:31:56 | com.epam.igorpystovit.Application -> 'warnLog'  
ERROR | 04-07-2019 | 22:44:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:44:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:44:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:44:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 04-07-2019 | 22:44:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:44:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:44:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:44:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 04-07-2019 | 22:44:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:44:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:46:10 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:46:53 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 04-07-2019 | 22:46:53 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 11:23:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 11:23:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 11:24:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 05-07-2019 | 11:24:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 11:27:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 05-07-2019 | 11:27:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 12:45:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 12:46:32 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 12:46:32 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 12:46:32 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 12:46:32 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 12:46:32 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 12:46:32 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 12:46:32 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 12:54:39 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 13:07:41 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 13:07:54 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 13:16:10 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:17:06 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:18:42 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 13:19:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 13:22:37 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 13:22:37 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 13:22:37 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 13:22:37 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 13:22:38 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:22:38 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:36:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 13:36:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:36:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:36:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 13:36:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:36:23 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:37:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:37:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'Something went wrong while creating a Flights_Planes row'  
ERROR | 05-07-2019 | 13:37:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 19:14:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 20:05:45 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 20:05:45 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 20:05:45 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:19:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:19:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:19:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 23:19:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:37:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:37:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:37:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate row'  
ERROR | 05-07-2019 | 23:37:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:37:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:37:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:37:50 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:39:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:39:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:40:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:40:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:01 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:01 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:01 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:41:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:11 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:36 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:41:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:42:24 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:42:24 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:42:24 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:42:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:42:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:43:03 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:43:03 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:43:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:43:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:43:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:43:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:43:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:43:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:43:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:44:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:44:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:44:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:44:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:44:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:44:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:44:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:44:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:44:29 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:44:57 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:46:38 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:46:38 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:46:38 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:46:38 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:47:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:47:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:47:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:47:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:47:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:47:08 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:49:04 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:49:04 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:49:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:49:15 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:49:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:49:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:50:02 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:50:02 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:50:02 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:50:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:50:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:50:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:50:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:50:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:50:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:50:09 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:50:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:50:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:50:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:50:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:50:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:50:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:50:44 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 05-07-2019 | 23:52:37 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:52:37 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:53:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:53:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 05-07-2019 | 23:53:12 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:53:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 05-07-2019 | 23:53:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 05-07-2019 | 23:53:13 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 06-07-2019 | 11:35:35 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 11:37:16 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 11:40:20 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 15:10:55 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 15:13:06 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 15:13:25 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:14:05 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:32:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 15:32:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 15:32:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 15:32:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 15:32:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 15:32:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:32:30 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:35:01 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 15:36:39 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:38:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 15:38:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 15:38:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:38:18 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:38:51 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 15:38:51 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate primary key'  
ERROR | 06-07-2019 | 15:38:51 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 15:38:51 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurred while updating row'  
ERROR | 06-07-2019 | 16:08:42 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 16:08:42 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'You are trying to insert duplicate key'  
ERROR | 06-07-2019 | 16:08:42 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 16:08:42 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'An error occurs while inserting data! Please check insert parameters'  
ERROR | 06-07-2019 | 16:08:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:08:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to update does not exist'  
ERROR | 06-07-2019 | 16:08:43 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:09:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:09:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:09:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
ERROR | 06-07-2019 | 16:09:56 | com.epam.igorpystovit.DAOPattern.daointerface.GeneralDAO -> 'A row you are trying to delete does not exist'  
